username,content,label,clean_teks
JihanSa13075021,@datanesia_id Insentif kendaraan listrik akan mempercepat elektromobilitas di Indonesia sebagai salah satu jalan mempercepat dekarbonisasi di sektor transportasi.,2,"['insentif', 'kendara', 'listrik', 'cepat', 'elektromobilitas', 'indonesia', 'salah', 'jalan', 'cepat', 'dekarbonisasi', 'sektor', 'transportasi']"
ViniSep25879247,"@datanesia_id Selain pemerintah dapat menghemat subsidi BBM yang kemudian dialihkan untuk sektor-sektor produktif dan sosial, kehadiran jumlah kendaraan listrik yang banyak akan berdampak positif bagi pengurangan emisi karbon untuk lingkungan.",2,"['perintah', 'hemat', 'subsidi', 'bbm', 'alih', 'sektor', 'produktif', 'sosial', 'hadir', 'kendara', 'listrik', 'dampak', 'positif', 'emisi', 'karbon', 'lingkung']"
NadiaOk31665858,@datanesia_id Dukungan terhadap kendaraan listrik bakal memberikan dampak positif bagi masyarakat dan lingkungan.,2,"['dukung', 'hadap', 'kendara', 'listrik', 'dampak', 'positif', 'masyarakat', 'lingkung']"
zeinvey,"@OposisiCerdas Lu yg rugi, krn lu yg bisnis kendaraan listrik 🤣🤣🤣",0,"['rugi', 'bisnis', 'kendara', 'listrik']"
mangifera0326,"@CNNIndonesia Yaelah ribet amat sih pak, ngurusin kendaraan listrik mulu. Bosen",0,"['ribet', 'urus', 'kendara', 'listrik', 'mulu', 'bosen']"
plnuidbali,"Ketersedian SPKLU dan SPLU semakin banyak diberbagai daerah ini membuat minat masyarakat menggunakan kendaraan listrik terus berkembang. 

#PLNEMobilizeYou
#ElectricVehicle
#SPKLU
#KendaraanListrik #AseanUntukIndonesia #BUMNUntukAsean2023
#PLNMobile",2,"['dian', 'spklu', 'splu', 'daerah', 'minat', 'masyarakat', 'kendara', 'listrik', 'kembang']"
hadi_plm,@detikcom Sudah macet apalagi mau ditambah dg kendaraan listrik?,0,"['macet', 'kendara', 'listrik']"
crot_pasukan,@CNNIndonesia Jangan mau pake kendaraan listrik belum teruji di jalan rusak dan jalan menanjak,0,"['pakai', 'kendara', 'listrik', 'uji', 'jalan', 'rusak', 'jalan', 'tanjak']"
Santosoalex708,@CNNIndonesia 😂😂😂😂 Luhut yg rugi jika tak beralih ke kendaraan listrik...,0,"['luhut', 'rugi', 'alih', 'kendara', 'listrik']"
jumaallaa,@penjaga_nkri45 POM listrik dukung operasional kendaraan delegasi dalam Konferensi Tingkat Tinggi G20.,2,"['pom', 'listrik', 'dukung', 'operasional', 'kendara', 'delegasi', 'konferensi', 'tingkat']"
plnuipsumbagut,"PLN sebagai perusahaan penyedia listrik akan terus mendorong Electric Vehicle terus berkembang sampai ke seluruh pelosok Indonesia. 

#PLNEMobilizeYou
#ElectricVehicle
#SPKLU
#KendaraanListrik #AseanUntukIndonesia #BUMNUntukAsean2023
#PLNMobile",2,"['pln', 'usaha', 'sedia', 'listrik', 'dorong', 'electric', 'vehicle', 'kembang', 'pelosok', 'indonesia']"
kebot72607741,@penjaga_nkri45 Agenda Presidensi G20 bisa dijadikan tempat untuk memamerkan industri kendaraan listrik Tanah Air. #NKRIMembangun,1,"['agenda', 'presidensi', 'pamer', 'industri', 'kendara', 'listrik', 'tanah', 'air']"
pln_sulselrabar,"Program ini sejalan dengan upaya pemerintah dalam mempercepat penggunaan kendaraan listrik dan infrastruktur ekosistemnya.

Promo Super Everyday dapat diikuti oleh semua golongan tarif pelanggan PLN,",2,"['program', 'jalan', 'upaya', 'perintah', 'cepat', 'kendara', 'listrik', 'infrastruktur', 'ekosistem', 'promo', 'super', 'everyday', 'golong', 'tarif', 'langgan', 'pln']"
akubukanako,@CNNIndonesia MENDING SEKALIAN PAKAI KENDARAAN UMUM LISTRIK DARIPADA PAKE KENDARAAN PRIBADI LISTRIK!!,1,"['mending', 'pakai', 'kendara', 'listrik', 'pakai', 'kendara', 'pribadi', 'listrik']"
roniocta,"Misal semua kendaraan di jakarta serentak diganti mobil/motor listrik, ya tetep bakal macet. Tapi kan ga polusi. Tapi tetep macet, tong... lontong.",0,"['kendara', 'jakarta', 'serentak', 'ganti', 'mobil', 'motor', 'listrik', 'macet', 'polusi', 'macet', 'tong', 'lontong']"
akbar84_,@ch_chotimah2 @kiazanetta__ Dukung dan kembangkan industri kendaraan listrik dalam negeri,2,"['dukung', 'kembang', 'industri', 'kendara', 'listrik', 'negeri']"
akbar84_,@kiazanetta__ @Dr_Moeldoko Pak Moeldoko mendukung pengembangan industri kendaraan listrik 👍,2,"['moeldoko', 'dukung', 'kembang', 'industri', 'kendara', 'listrik']"
ENAN_997,@CNNIndonesia Lebih rugi lagi pake kendaraan listrik,0,"['rugi', 'pakai', 'kendara', 'listrik']"
akbar84_,@Yana46083415 @Dr_Moeldoko Terus dukung pengembangan industri kendaraan listrik pak Moel,2,"['dukung', 'kembang', 'industri', 'kendara', 'listrik', 'moel']"
akbar84_,@kakak_ica @Dr_Moeldoko Ini titik awal pengembangan industri kendaraan listrik di dalam negeri,1,"['titik', 'kembang', 'industri', 'kendara', 'listrik', 'negeri']"
TitoIlmiawan,"@CNNIndonesia TDL tinggi dan mencekik kaum menengah kebawah mau pakai kendaraan listrik. Subsidi dan turunkan dulu harga TDL, baru ngomong masalah kendaraan listrik. Harga barang industri juga naik karena tarif listrik juga tinggi. Gimana mau muter lancar perekonomian jika konsepnya salah.",0,"['cekik', 'kaum', 'pakai', 'kendara', 'listrik', 'subsidi', 'turun', 'harga', 'ngomong', 'kendara', 'listrik', 'harga', 'barang', 'industri', 'tarif', 'listrik', 'putar', 'lancar', 'ekonomi', 'konsep', 'salah']"
TJHoois,@CintaCamellia @Dr_Moeldoko Semangat memajukan Kendaraan Listrik #MoeldokoPenjagaNKRI,2,"['semangat', 'maju', 'kendara', 'listrik']"
WiratMoyo63,"@0VlMA @Dr_Moeldoko Mobil Anak Bangsa (MAB) yang merupakan produsen kendaraan listrik Indonesia.

#MoeldokoPenjagaNKRI",1,"['mobil', 'anak', 'bangsa', 'mab', 'rupa', 'produsen', 'kendara', 'listrik', 'indonesia']"
TA_K3N,"@shae_ll @Dr_Moeldoko Kendaraan listrik lebih efisien dan ramah lingkungan
@Dr_Moeldoko",2,"['kendara', 'listrik', 'efisien', 'ramah', 'lingkung']"
TA_K3N,"@chi_mhol Kendaraan listrik utk masa depan, mantap Pak Moeldoko 👌",2,"['kendara', 'listrik', 'mantap', 'moeldoko']"
YuliSugiyanto06,"@alya3231 @Dr_Moeldoko Bus listrik merupakan produk buatan PT. Mobil Anak Bangsa (MAB) yang merupakan produsen kendaraan listrik Indonesia, sangat hebat salut",2,"['bus', 'listrik', 'rupa', 'produk', 'pt', 'mobil', 'anak', 'bangsa', 'mab', 'rupa', 'produsen', 'kendara', 'listrik', 'indonesia', 'hebat', 'salut']"
YuliSugiyanto06,@berli_flo @Dr_Moeldoko Dapat menjadi faktor pengungkit dalam pengembangan industri kendaraan listrik dalam negeri.,1,"['faktor', 'ungkit', 'kembang', 'industri', 'kendara', 'listrik', 'negeri']"
kusogakidomoo,"@CNNIndonesia di tengah masalah kesehatan, kemiskinan dan pendidikan yang tidak merata, malah subsidi orang2 kaya yang sanggup beli kendaraan listrik.
",0,"['sehat', 'miskin', 'didik', 'subsidi', 'orang', 'kaya', 'sanggup', 'beli', 'kendara', 'listrik']"
Nur06168340,"@CNNIndonesia Yang pertama rugi ya yang punya pabrik kendaraan listrik, tambang batubara, dan pemilik usaha yang bergerak dibidang energi listrik semisal pembangkit listrik....

 ,@jokowi",0,"['rugi', 'pabrik', 'kendara', 'listrik', 'tambang', 'batubara', 'milik', 'usaha', 'gerak', 'bidang', 'energi', 'listrik', 'bangkit', 'listrik']"
3374Warga,"@CNNIndonesia Kalau kendaraan listrik tidak laku, siapa yang rugi ?",0,"['kendara', 'listrik', 'laku', 'rugi']"
baedhowie,"@CNNIndonesia banyak ide utk ""memaksa"" masyarakat pindah ke kendaraan listrik yg jika masyarakat gak nurut hidupnya dibikin jauh lebih susah.",0,"['ide', 'paksa', 'masyarakat', 'pindah', 'kendara', 'listrik', 'masyarakat', 'nurut', 'hidup', 'bikin', 'susah']"
akbar84_,@Sahabat_hijroh @Dr_Moeldoko Kita dukung terus pengembangan industri kendaraan listrik,2,"['dukung', 'kembang', 'industri', 'kendara', 'listrik']"
akbar84_,@Sasha_Mariskaa @Dr_Moeldoko Industri kendaraan listrik harus semakin dikembangkan,2,"['industri', 'kendara', 'listrik', 'kembang']"
akbar84_,@putrivio3 @Dr_Moeldoko Lanjutkan industri kendaraan listrik,2,"['industri', 'kendara', 'listrik']"
mikadongaku22,"@Sasha_Mariskaa @Dr_Moeldoko Percepatan Program Kendaraan Bermotor Listrik Berbasis Baterai, KEREN....",2,"['cepat', 'program', 'kendara', 'motor', 'listrik', 'bas', 'baterai', 'keren']"
akbar84_,@TJHoois @Dr_Moeldoko @KSPgoid @007koteka @5y4l0m @alya3231 @AriandiniNifah @berli_flo @yarachantique @WiratMoyo63 @YuliSugiyanto06 @mikadongaku22 Dukung terus pengembangan industri kendaraan listrik,2,"['dukung', 'kembang', 'industri', 'kendara', 'listrik']"
akbar84_,@0VlMA @Dr_Moeldoko Terus kembangkan industri kendaraan listrik dalam negeri,2,"['kembang', 'industri', 'kendara', 'listrik', 'negeri']"
lps_idic,"Kalau kendaraan listrik, ngecharge seperti handphone tinggal colok ke stop kontak. Gak perlu ke statiun charge klean tertarik gak?

#LPSIndonesia #AmanAdaLPS #LPSAmanAda3T #SahabatNasabahIndonesia",1,"['kendara', 'listrik', 'ngecharge', 'handphone', 'tinggal', 'colok', 'stop', 'kontak', 'statiun', 'charge', 'klean', 'tarik']"
BaritopacificID,"Ketua Umum Perkumpulan Industri Kendaraan Listrik Indonesia (Periklindo), Moeldoko menyampaikan, ""Saya memberikan apresiasi kepada Chandra Asri yang memiliki komitmen kuat untuk terlibat dalam program pemerintah untuk efisiensi dan lingkungan.”",2,"['ketua', 'kumpul', 'industri', 'kendara', 'listrik', 'indonesia', 'periklindo', 'moeldoko', 'apresiasi', 'chandra', 'asri', 'milik', 'komitmen', 'kuat', 'libat', 'program', 'perintah', 'efisiensi', 'lingkung']"
kame_kammee,@Outstandjing sudah saatnya kita berpindah ke kendaraan listrik,2,"['pindah', 'kendara', 'listrik']"
detikoto,"AHY berharap, sebagai merek nasional, Esemka bisa menjadi pemain utama di industri otomotif Indonesia. Dia ingin pabrikan asal Boyolali itu bisa menghadirkan banyak kendaraan listrik.

""Mudah-mudahan Esemka menjadi bagian penting bagi kemajuan otomotif Indonesia,"" ujar AHY.",2,"['ahy', 'harap', 'merek', 'nasional', 'esemka', 'main', 'utama', 'industri', 'otomotif', 'indonesia', 'pabrikan', 'boyolali', 'hadir', 'kendara', 'listrik', 'mudah', 'mudah', 'esemka', 'maju', 'otomotif', 'indonesia', 'ahy']"
budiagustn,@dutaSherliana Kita tunjukkan kepada dunia bahwa ekosistem kendaraan listrik di Indonesia tengah tumbuh dan berkembang cepat,2,"['dunia', 'ekosistem', 'kendara', 'listrik', 'indonesia', 'tumbuh', 'kembang', 'cepat']"
Hagyugyu1,"@yo2thok Kendaraan listrik hanya tipuan kendaraan ramah lingkungan, krna produksi listrik nya tetep pakai batubara dn bhn bkr fosil, itu cm propaganda kapitalis",0,"['kendara', 'listrik', 'tipu', 'kendara', 'ramah', 'lingkung', 'produksi', 'listrik', 'pakai', 'batubara', 'bhn', 'bkr', 'fosil', 'propaganda', 'kapitalis']"
PDI_Perjuangan,"Presiden Joko Widodo mengingatkan kembali terkait penggunaan kendaraan listrik yang diyakini akan menjadi tren dunia ke depan. Oleh karena itu, Presiden mengajak industri otomotif di Indonesia untuk mulai ikut serta melihat tren tersebut.",2,"['presiden', 'joko', 'widodo', 'kait', 'kendara', 'listrik', 'tren', 'dunia', 'presiden', 'ajak', 'industri', 'otomotif', 'indonesia', 'lihat', 'tren']"
_pln_id,"Presiden juga mengimbau seluruh stakeholder industri otomotif di Indonesia mulai melihat tren kendaraan listrik ini dan secara bertahap juga ikut mengembangkan kendaraan listrik.

#PLN #PLNEMobilizeYou #EMobilitybyPLN #MotorKonversiPLN #IIMSPoweredbyPLN",2,"['presiden', 'imbau', 'stakeholder', 'industri', 'otomotif', 'indonesia', 'lihat', 'tren', 'kendara', 'listrik', 'tahap', 'kembang', 'kendara', 'listrik']"
deiatellevar,Orang-orang di BSD lagi berlomba-lomba punya kendaraan listrik nih gue liat-liat.,1,"['orang', 'bsd', 'lomba', 'lomba', 'kendara', 'listrik', 'lihat']"
plnuipsumbagut,"Stasiun Penukaran Baterai Kendaraan Listrik Umum (SPBKLU) hingga layanan home charging.

#PLNEMobilizeYou
#EMobilitybyPLN
#MotorKonversiPLN
#IIMSPoweredbyPLN",1,"['stasiun', 'tukar', 'baterai', 'kendara', 'listrik', 'spbklu', 'layan', 'home', 'charging']"
mantoofunny,"@daritanahini terlalu fokus dengan mobil dan motor listrik, padahal klo dari urgency, bandung udah ga butuh adanya penambahan kendaraan listrik, yang ada makin mematikan macetnya.",0,"['fokus', 'mobil', 'motor', 'listrik', 'urgency', 'bandung', 'butuh', 'kendara', 'listrik', 'mati', 'macet']"
sinanons,"Gak sukanya kendaraan listrik tu krn gak ada suaranya, jd kaget kl tiba2 dia di sebelah, sama kl isi bahan bakar gak secepet bensin yg itungan detik. Kudu nunggu bbrp jam, trus gak bs jarak jauh krn stasiun pengisian bahan bakar sangat terbatas.",0,"['suka', 'kendara', 'listrik', 'suara', 'kaget', 'kl', 'belah', 'kl', 'isi', 'bahan', 'bakar', 'secepet', 'bensin', 'itungan', 'detik', 'kudu', 'nunggu', 'jarak', 'stasiun', 'isi', 'bahan', 'bakar', 'batas']"
NoronhaFrans,@_pln_id Motor Listrik solusi kendaraan masa depan......hemat dan ramah lingkungan...mantap👍,2,"['motor', 'listrik', 'solusi', 'kendara', 'hemat', 'ramah', 'lingkung', 'mantap']"
mukidi_dodol,"@nano_rrrr @DokterTifa LoL makanya nambah wawasan dl br baru bacot, apa kendaraan listrik benar2 ramah lingkungan.. produksi mobil listrik itu sebenarnya jauh lbh mencemari lingkungan bahkan limbahnya sgt sulit di daur ulang krn bnyk mngandung bahan kimia, blm lg taraf ekonomi msh rendah",0,"['tertawa', 'wawas', 'br', 'bacot', 'kendara', 'listrik', 'ramah', 'lingkung', 'produksi', 'mobil', 'listrik', 'cari', 'lingkung', 'limbah', 'sulit', 'daur', 'ulang', 'mngandung', 'bahan', 'kimia', 'taraf', 'ekonomi', 'rendah']"
19_cemara,"Mengenai intensif kendaraan listrik, Presiden menjelaskan, akan diprioritaskan untuk kendaraan roda dua.",1,"['kena', 'intensif', 'kendara', 'listrik', 'presiden', 'prioritas', 'kendara', 'roda']"
19_cemara,"Terkait rancangan insentif untuk kendaraan listrik, menurutnya hal tersebut masih dikalkulasi oleh Kementerian Keuangan.",1,"['kait', 'rancang', 'insentif', 'kendara', 'listrik', 'kalkulasi', 'menteri', 'uang']"
jeonghanie_yo0n,@TxtZodiak Wiihh keren banget. Jadi pengen nyoba! Semoga bisa punya kendaraan listrik nanti #PLNEMobilizeYou,2,"['wiihh', 'keren', 'banget', 'nyoba', 'kendara', 'listrik']"
olma_vizioso,"@TxtZodiak Semoga semakin memberikan kemudahan2,dan pastinya kebutuhan ngecas kendaraan listrik jadi terpenuhi .good news 
#PLNEMobilizeYou",2,"['mudah', 'butuh', 'ngecas', 'kendara', 'listrik', 'penuh', 'good', 'berita']"
Pickaw_1899,@TxtZodiak wihh keren bgt sekarang kita dapat mudah menemukan tempat untuk ngecas kendaraan listrik #PLNEMobilizeYou,2,"['wihh', 'keren', 'banget', 'mudah', 'temu', 'ngecas', 'kendara', 'listrik']"
AlHiddenstory,"@TxtZodiak SPKLU ( Stasiun Pengisian Kendaraan Listrik Umum)  dan SPBKLU  (Stasiun Penukaran Baterai Kendaraan Listrik Umum) didirikan di berbagai titik di Indonesia dan akan terus dikembangkan sebagai komitmen PLN dlm industri ini. 
😍😎

#PLNEMobilizeYou",2,"['spklu', 'stasiun', 'isi', 'kendara', 'listrik', 'spbklu', 'stasiun', 'tukar', 'baterai', 'kendara', 'listrik', 'titik', 'indonesia', 'kembang', 'komitmen', 'pln', 'industri']"
luvckies,"@TxtZodiak wihh keren bgtt, sekarang kita dapat mudah menemukan tempat untuk ngecas kendaraan listrik #PLNEMobilizeYou",2,"['wihh', 'keren', 'mudah', 'temu', 'ngecas', 'kendara', 'listrik']"
jaemcityxhoky,"@TxtZodiak sangat memudahkan pengguna kendaraan listrik. semoga sudah di tersebar di seluruh Indonesia.

#PLNEMobilizeYou",2,"['mudah', 'kendara', 'listrik', 'sebar', 'indonesia']"
Bigwin20_Saulfa,"@TxtZodiak Alhamdulillah,  segala nya jd mudah bagi kendaraan listrik",2,"['alhamdulillah', 'mudah', 'kendara', 'listrik']"
winpickawluv0,"@TxtZodiak widdddiiih , makin maju aja indonesia , best lah , semoga segera lebih banyak tempat2 buat ngecas ya untuk mempermudah penggunaan kendaraan listrik , topp

#PLNEMobilizeYou",2,"['widdddiiih', 'maju', 'indonesia', 'best', 'ngecas', 'mudah', 'kendara', 'listrik', 'topp']"
oxmissufe31,"@TxtZodiak Wahh keren banget ya, ga bingung lagi deh kalo mau ngecas kendaraan listrik",2,"['wahh', 'keren', 'banget', 'bingung', 'ngecas', 'kendara', 'listrik']"
0xbigw1n100,"@TxtZodiak Waah keren semakin banyak charge listrik yang tersebar semakin mudah,, yuk beralih pake kendaraan tenaga listrik #PLNEMobilizeYou",2,"['waah', 'keren', 'charge', 'listrik', 'sebar', 'mudah', 'yuk', 'alih', 'pakai', 'kendara', 'tenaga', 'listrik']"
Renkook927,"@TxtZodiak Terimakasih untuk informasinya... Semoga semakin mudah penggunaan kendaraan listrik kedepannya..
#PLNEMobilizeYou",2,"['terimakasih', 'informasi', 'mudah', 'kendara', 'listrik']"
Rendang_Balap,"@TxtZodiak keren banget inovasi yang diberikan sangat memudahkan pengguna kendaraan listrik. semoga sudah di tersebar di seluruh Indonesia.

#PLNEMobilizeYou",2,"['keren', 'banget', 'inovasi', 'mudah', 'kendara', 'listrik', 'sebar', 'indonesia']"
Maubigwindeh,@TxtZodiak Nambah keren nih ada kendaraan listrik #PLNEMobilizeYou,2,"['keren', 'kendara', 'listrik']"
liebeschan,@TxtZodiak wah.. menurut saya si ini idenya bagus banget. jadi berguna bagi orang yang emang biasanya pake kendaraan listrik. mantaaaap! #PLNEMobilizeYou,2,"['ide', 'bagus', 'banget', 'orang', 'emang', 'pakai', 'kendara', 'listrik', 'mantaaaap']"
pemenangx,@TxtZodiak Sukses terus nih . Semoga makin bisa mempermudah terus . Semoga makin banyak tempat buat ngecas kendaraan listrik ..#PLNEMobilizeYou,2,"['sukses', 'mudah', 'ngecas', 'kendara', 'listrik']"
viggo_winlag1,"@TxtZodiak Kendaraan listrik semakin berkembang di indonesia, semoga semakin merata ke setiap wilayah

#PLNEMobilizeYou",2,"['kendara', 'listrik', 'kembang', 'indonesia', 'wilayah']"
wincometome__,@TxtZodiak Keren PLN semakin mempermudah para pengguna kendaraan listrik #PLNEMobilizeYou,2,"['keren', 'pln', 'mudah', 'kendara', 'listrik']"
leesoonyx,"@TxtZodiak Kalo semakin banyak tempat ngecas buat kendaraan listrik, saya jadi kepingin beli kendaraan listrik juga hahaha
 #PLNEMobilizeYou",2,"['ngecas', 'kendara', 'listrik', 'kepingin', 'beli', 'kendara', 'listrik']"
xsqueenwin,"@TxtZodiak wah keren, jadi bisa mudah ngecas kendaraan listrik. semoga programnya terkontribusi dengan baik dan bisa lebih luas lagi jangkauannya ❤️",2,"['keren', 'mudah', 'ngecas', 'kendara', 'listrik', 'program', 'kontribusi', 'luas', 'jangkau']"
jepedewa,@TxtZodiak emang keren itu dan ramah lingkungan tentunya PLN ada diskon 30% untuk kendaraan listrik lewat home charging #PLNEMobilizeYou,2,"['emang', 'keren', 'ramah', 'lingkung', 'pln', 'diskon', 'kendara', 'listrik', 'home', 'charging']"
yusuf_basori,"kendaraan bbm itu masih bakalan laku, klo cara pengisian kendaraan listrik, kendaraanya masih harus dicolok. krn pengisian listrik itu lebih lama, bisa berjam jam. harusnya tukar batrai, biar lebih cepet",1,"['kendara', 'bbm', 'laku', 'isi', 'kendara', 'listrik', 'kendaraanya', 'colok', 'isi', 'listrik', 'tukar', 'batrai', 'biar', 'cepat']"
lownstancey,@TxtZodiak Sangat membantu para pengguna kendaraan listrik. Lanjutkan😻👍🏻,2,"['bantu', 'kendara', 'listrik']"
0xamaiBigwin,"@TxtZodiak Alhamdulillah, terimakasih banyak #PLNEMobilizeYou karena telah memudahkan kendaraan listrik dalam mengisi listrik, bepergian kemanapun jadi semakin mudah tanpa takut kehabisan daya, semoga sukses selalu dan semakin maju",2,"['alhamdulillah', 'terimakasih', 'mudah', 'kendara', 'listrik', 'isi', 'listrik', 'pergi', 'mudah', 'takut', 'habis', 'daya', 'sukses', 'maju']"
holil_w1n,@TxtZodiak Keren ya PLN membangun sarana buat memudahkan pengguna kendaraan listrik. Jadi gak ragu lagi nih buat milih beralih ke kendaraan listrik👍  #PLNEMobilizeYou,2,"['keren', 'pln', 'bangun', 'sarana', 'mudah', 'kendara', 'listrik', 'ragu', 'milih', 'alih', 'kendara', 'listrik']"
arcturusaa,@TxtZodiak sangat mendukung bgt program ini! makin mudah kalau mau ngecas kendaraan listrik 👍 #PLNEMobilizeYou,2,"['dukung', 'banget', 'program', 'mudah', 'ngecas', 'kendara', 'listrik']"
jieunn10,"@TxtZodiak Keren banget, skrg udah gaperlu khawatir kalau mau beli kendaraan listrik karna pln udah menyediakan tempat charge di banyak tempat #PLNMobilizeYou",2,"['keren', 'banget', 'khawatir', 'beli', 'kendara', 'listrik', 'pln', 'sedia', 'charge']"
